,article_id,prod_name,product_type_name,product_group_name,graphical_appearance_name,colour_group_name,garment_group_name,detail_desc,extra_description,product_in_natural_language
304,682437004,Speed Struk Stud,Earring,Accessories,Solid,Gold,Accessories,Round earrings in embossed metal. Length approx. 3.5 cm.,"The name of this product is Speed Struk Stud. It is a Accessories , more specifically it is a Gold     Accessories, Earring. The graphical appearance of the product is Solid","The name of this product is Speed Struk Stud. It is a Accessories , more specifically it is a Gold     Accessories, Earring. The graphical appearance of the product is Solid 
 More details: 
Round earrings in embossed metal. Length approx. 3.5 cm."
305,469137011,Juan lace strap top,Top,Garment Upper body,Solid,Light Beige,Jersey Fancy,"Top in softly draping, ribbed jersey with a sheen. Narrow shoulder straps, a V-neck at the front and a lace trim at the top.","The name of this product is Juan lace strap top. It is a Garment Upper body , more specifically it is a Light Beige     Jersey Fancy, Top. The graphical appearance of the product is Solid","The name of this product is Juan lace strap top. It is a Garment Upper body , more specifically it is a Light Beige     Jersey Fancy, Top. The graphical appearance of the product is Solid 
 More details: 
Top in softly draping, ribbed jersey with a sheen. Narrow shoulder straps, a V-neck at the front and a lace trim at the top."
306,908380001,Brad tulle top,Top,Garment Upper body,Solid,Light Yellow,Jersey Fancy,"Fitted, smocked top in tulle with a small, raw-edge frill trim at the top, wide shoulder straps with a bow on each shoulder and a raw-edge flounce at the hem.","The name of this product is Brad tulle top. It is a Garment Upper body , more specifically it is a Light Yellow     Jersey Fancy, Top. The graphical appearance of the product is Solid","The name of this product is Brad tulle top. It is a Garment Upper body , more specifically it is a Light Yellow     Jersey Fancy, Top. The graphical appearance of the product is Solid 
 More details: 
Fitted, smocked top in tulle with a small, raw-edge frill trim at the top, wide shoulder straps with a bow on each shoulder and a raw-edge flounce at the hem."
307,567977002,H-string mini jersey basic,Hair string,Accessories,Solid,Other Green,Accessories,Hair elastics without metal clips.,"The name of this product is H-string mini jersey basic. It is a Accessories , more specifically it is a Other Green     Accessories, Hair string. The graphical appearance of the product is Solid","The name of this product is H-string mini jersey basic. It is a Accessories , more specifically it is a Other Green     Accessories, Hair string. The graphical appearance of the product is Solid 
 More details: 
Hair elastics without metal clips."
308,759394002,MELROSE BLOUSE,Blouse,Garment Upper body,Solid,Pink,Blouses,"Blouse in a crêpe weave with a sweetheart neckline, gathers at the front and elastication and a frill trim over the shoulders. Long, slightly wider sleeves with elastication at the cuffs, and a flared peplum. Lined at the front.","The name of this product is MELROSE BLOUSE. It is a Garment Upper body , more specifically it is a Pink     Blouses, Blouse. The graphical appearance of the product is Solid","The name of this product is MELROSE BLOUSE. It is a Garment Upper body , more specifically it is a Pink     Blouses, Blouse. The graphical appearance of the product is Solid 
 More details: 
Blouse in a crêpe weave with a sweetheart neckline, gathers at the front and elastication and a frill trim over the shoulders. Long, slightly wider sleeves with elastication at the cuffs, and a flared peplum. Lined at the front."
309,701496001,Harry Tee,T-shirt,Garment Upper body,Solid,Dark Blue,Jersey Fancy,T-shirt in cotton jersey with a ribbed neckline and gently dropped shoulders.,"The name of this product is Harry Tee. It is a Garment Upper body , more specifically it is a Dark Blue     Jersey Fancy, T-shirt. The graphical appearance of the product is Solid","The name of this product is Harry Tee. It is a Garment Upper body , more specifically it is a Dark Blue     Jersey Fancy, T-shirt. The graphical appearance of the product is Solid 
 More details: 
T-shirt in cotton jersey with a ribbed neckline and gently dropped shoulders."
310,628594001,SERENA SET,Garment Set,Garment Full body,Mixed solid/pattern,Red,Woven/Jersey/Knitted mix Baby,"Set with a sleeveless top, leggings and hairband in cotton. A-line top in woven fabric with an opening and button at the back of the neck and gathered flounce at the hem. Leggings in patterned jersey with an elasticated waist. Hairband in patterned jersey with a knot detail at the front and elastication at the back.","The name of this product is SERENA SET. It is a Garment Full body , more specifically it is a Red     Woven/Jersey/Knitted mix Baby, Garment Set. The graphical appearance of the product is Mixed solid/pattern","The name of this product is SERENA SET. It is a Garment Full body , more specifically it is a Red     Woven/Jersey/Knitted mix Baby, Garment Set. The graphical appearance of the product is Mixed solid/pattern 
 More details: 
Set with a sleeveless top, leggings and hairband in cotton. A-line top in woven fabric with an opening and button at the back of the neck and gathered flounce at the hem. Leggings in patterned jersey with an elasticated waist. Hairband in patterned jersey with a knot detail at the fron"
311,695748002,CLAN L/S WWF,T-shirt,Garment Upper body,Front print,White,Jersey Fancy,H&M SUPPORTS WWF. Long-sleeved top in soft organic cotton jersey with a print motif on the front.,"The name of this product is CLAN L/S WWF. It is a Garment Upper body , more specifically it is a White     Jersey Fancy, T-shirt. The graphical appearance of the product is Front print","The name of this product is CLAN L/S WWF. It is a Garment Upper body , more specifically it is a White     Jersey Fancy, T-shirt. The graphical appearance of the product is Front print 
 More details: 
H&M SUPPORTS WWF. Long-sleeved top in soft organic cotton jersey with a print motif on the front."
312,719629028,BRAD FANCY,Swimwear bottom,Swimwear,All over pattern,Greenish Khaki,Swimwear,"Swim shorts in woven fabric with an elasticated drawstring waist, side pockets and short legs with slits in the sides. Soft mesh inner shorts.","The name of this product is BRAD FANCY. It is a Swimwear , more specifically it is a Greenish Khaki     Swimwear, Swimwear bottom. The graphical appearance of the product is All over pattern","The name of this product is BRAD FANCY. It is a Swimwear , more specifically it is a Greenish Khaki     Swimwear, Swimwear bottom. The graphical appearance of the product is All over pattern 
 More details: 
Swim shorts in woven fabric with an elasticated drawstring waist, side pockets and short legs with slits in the sides. Soft mesh inner shorts."
313,399223025,Jeggings H.W,Trousers,Garment Lower body,Denim,Dark Blue,Trousers Denim,"Jeggings in washed, superstretch denim with a high waist, fake front pockets, real back pockets and skinny legs.","The name of this product is Jeggings H.W. It is a Garment Lower body , more specifically it is a Dark Blue     Trousers Denim, Trousers. The graphical appearance of the product is Denim","The name of this product is Jeggings H.W. It is a Garment Lower body , more specifically it is a Dark Blue     Trousers Denim, Trousers. The graphical appearance of the product is Denim 
 More details: 
Jeggings in washed, superstretch denim with a high waist, fake front pockets, real back pockets and skinny legs."
314,832479003,Jackey top,Top,Garment Upper body,Solid,Light Beige,Jersey Fancy,"Sleeveless top in crocheted cotton with a V-neck, narrow, scallop-edged shoulder straps and decorative buttons down the front. Unlined.","The name of this product is Jackey top. It is a Garment Upper body , more specifically it is a Light Beige     Jersey Fancy, Top. The graphical appearance of the product is Solid","The name of this product is Jackey top. It is a Garment Upper body , more specifically it is a Light Beige     Jersey Fancy, Top. The graphical appearance of the product is Solid 
 More details: 
Sleeveless top in crocheted cotton with a V-neck, narrow, scallop-edged shoulder straps and decorative buttons down the front. Unlined."
315,745232002,Skirt Mini Stretch Edie,Skirt,Garment Lower body,Denim,White,Trousers Denim,"Short 5-pocket skirt in washed, stretch denim with a zip fly and raw-edge hem.","The name of this product is Skirt Mini Stretch Edie. It is a Garment Lower body , more specifically it is a White     Trousers Denim, Skirt. The graphical appearance of the product is Denim","The name of this product is Skirt Mini Stretch Edie. It is a Garment Lower body , more specifically it is a White     Trousers Denim, Skirt. The graphical appearance of the product is Denim 
 More details: 
Short 5-pocket skirt in washed, stretch denim with a zip fly and raw-edge hem."
316,895506001,AVRIL DRESS,Dress,Garment Full body,All over pattern,Black,Dresses Ladies,"Short, sleeveless dress in a patterned weave with frill-trimmed, elasticated shoulder straps and a wrapover front with flounces at the top. Elasticated seam at the waist and a flounced trim at the hem. Unlined.","The name of this product is AVRIL DRESS. It is a Garment Full body , more specifically it is a Black     Dresses Ladies, Dress. The graphical appearance of the product is All over pattern","The name of this product is AVRIL DRESS. It is a Garment Full body , more specifically it is a Black     Dresses Ladies, Dress. The graphical appearance of the product is All over pattern 
 More details: 
Short, sleeveless dress in a patterned weave with frill-trimmed, elasticated shoulder straps and a wrapover front with flounces at the top. Elasticated seam at the waist and a flounced trim at the hem. Unlined."
