"article_id","prod_name","product_type_name","product_group_name","graphical_appearance_name","colour_group_name","garment_group_name","detail_desc"
"0861541001","Emilia Top","T-shirt","Garment Upper body","All over pattern","Light Pink","Jersey Fancy","Top in soft jersey made from a cotton and modal blend. Deep V-neck at the back with lacing that ties at the back of the neck, short puff sleeves with narrow elastication, and a seam at the hem with a flared peplum."
"0767304002","VALTER s/l set","Garment Set","Garment Full body","Stripe","White","Jersey Fancy","Set with a short-sleeved bodysuit and pair of shorts with straps in an organic cotton blend. Bodysuit in soft jersey with buttons at the top, press-studs at the crotch and sewn-in turn-ups on the sleeves. Shorts in an airy textured weave with patch front pockets, sewn-in turn-ups at the hems and straps that cross at the back and button at the front."
"0733352002","SOPHIA 2-p seamless boxer","Underwear bottom","Underwear","Solid","Grey","Under-, Nightwear","Boxer briefs in soft microfibre with an elasticated waist. The boxers are designed with a minimal number of seams for a more comfortable fit."
"0838053001","Roxanne Blouse","Blouse","Garment Upper body","Check","Off White","Blouses","Blouse in airy, patterned satin with a boat neck and long sleeves with covered buttons at the cuffs."
"0280256006","Mirage Push","Bra","Underwear","Solid","White","Under-, Nightwear","Push-up bra with underwired, moulded, padded cups for a larger bust and fuller cleavage, narrow adjustable shoulder straps and a narrow fastener at the back with two pairs of hooks and eyes."
"0721008002","Pio bikini bottom","Swimwear bottom","Swimwear","All over pattern","Light Yellow","Jersey Fancy","Fully lined bikini bottoms with a low waist and narrow ties at the sides."
"0887681004","Calypso 2p wide side thong","Underwear bottom","Underwear","Solid","Light Purple","Under-, Nightwear","Thong briefs in lace and microfibre with a low waist and lined gusset."
"0749485001","TVP Kikci L/S 3pack","Top","Garment Upper body","All over pattern","White","Jersey Fancy","Long-sleeved tops in soft, stretchy cotton jersey in various designs."
"0867509001","LIVIA SWEATER","Sweater","Garment Upper body","Melange","Off White","Knitwear","V-neck jumper in a soft knit containing some wool with dropped shoulders and long sleeves."
"0747485006","MOMO cropt top","Sweater","Garment Upper body","Solid","Yellow","Knitwear","Short jumper in a soft, rib knit with a small stand-up collar and long sleeves."
"0566175003","Love cutout ballerina","Ballerinas","Shoes","Solid","Black","Shoes","Ballet pumps in imitation leather with a cut-out pattern, imitation leather linings and insoles and rubber soles."
"0878794001","Fissa Set 1pk","Bra","Underwear","Lace","Black","Under-, Nightwear","Set with a soft, non-wired bra and a pair of briefs in lace. Bra with adjustable shoulder straps, padded cups that shape the bust and provide good support and a wide lace trim at the hem. No fasteners. Briefs with a low, V-shaped waist, lined gusset and high cut at the back."
"0681917002","EQ QUINOA TEE","T-shirt","Garment Upper body","Placement print","Light Blue","Unknown","Wide, cropped T-shirt in cotton jersey with a motif."
"0659248003","Speed Caitlyn Necklace PK","Necklace","Accessories","Solid","Silver","Accessories","Metal chain necklaces in various lengths and designs. One snake chain necklace and two with pendants. Adjustable length, 43-51 cm, 48-55 cm and 62.5-70 cm."
"0660320001","Blake blouse","Top","Garment Upper body","Front print","White","Jersey Fancy","Long-sleeved top in cotton jersey with a print motif, opening and button at the back of the neck and a lace trim at the hem. Slightly longer at the back."
"0891102003","Albin Low Sneaker","Sneakers","Shoes","Solid","White","Shoes","Platform trainers in cotton canvas with lacing and a tongue at the front. Cotton canvas linings and insoles and fluted rubber soles."
"0588041001","CLASSIC FIT CREW NECK","Sweater","Garment Upper body","Placement print","Black","Jersey Fancy","Top in sweatshirt fabric with a motif on the front and ribbing around the neckline, cuffs and hem. Soft brushed inside."
"0292453031","Flirty Chantal earring","Earring","Accessories","Solid","Dark Pink","Accessories","Earrings with plastic beads and tassels. Length 8.5 cm."
"0759415002","Marco Swim Shoe SB.","Other shoe","Shoes","All over pattern","Blue","Shoes","Aqua shoes in scuba fabric with a loop front and back, and textured thermoplastic rubber (TPR) soles."
"0624543055","RONJA 5-p fancy brief","Underwear bottom","Underwear","Mixed solid/pattern","Light Purple","Under-, Nightwear","Cotton jersey briefs in various designs with an elasticated waist and lined gusset."
"0539723029","Jade Denim TRS","Trousers","Garment Lower body","Treatment","Light Pink","Trousers","High-waisted jeans in washed superstretch denim with a zip fly and button, fake front pockets, real back pockets and super-skinny legs."
"0783707021","1pk Fun","Socks","Socks & Tights","All over pattern","Dark Blue","Socks and Tights","Socks in a soft, jacquard-knit cotton blend with elasticated tops."
"0788324009","Fantastic dress","Dress","Garment Full body","Solid","Other Red","Jersey Fancy","Fitted, calf-length dress in jersey crêpe with a V-neck, narrow adjustable shoulder straps, a draped, sewn-in wrapover front and decorative ties at one side. Unlined."
"0501616007","FRAME Easy Iron","Shirt","Garment Upper body","Solid","White","Shirts","Long-sleeved shirt in a cotton blend with an easy-iron finish. Turn-down collar, classic front, narrow cuffs with adjustable buttoning, darts at the back and a rounded hem. Slim fit with narrow shoulders and a tapered waist for a fitted silhouette."
"0814875003","BETH SWETTIS","Sweater","Garment Upper body","All over pattern","Black","Jersey Fancy","Top in soft, patterned sweatshirt fabric with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem. Soft brushed inside."
"0629126001","Penny polo neck","Sweater","Garment Upper body","Solid","Dark Blue","Knitwear","Jumper in soft, gently draping, double-knit cashmere with a turtle neck, dropped shoulders and wide ribbing at the cuffs and hem."
"0601693001","GOOFY","Sweater","Garment Upper body","Front print","Black","Knitwear","Jacquard-knit jumper in a soft modal and cotton blend with long sleeves and ribbing around the neckline, cuffs and hem."
"0892817001","Saola denim dungaree 2PCS set","Garment Set","Garment Full body","Denim","Blue","Woven/Jersey/Knitted mix Baby","Set with a pair of dungarees in soft, stretch denim and long-sleeved bodysuit in soft, patterned cotton jersey. Dungarees with a chest pocket, straps with adjustable fasteners, fake front pockets and a fake fly. Concealed press-stud at the sides, concealed press-studs at the crotch and down the legs (except in sizes 1-4Y) and covered elastication at the hems. Soft jersey lining at the top. Bodysuit with a concealed press-stud on one shoulder and press-studs at the crotch. The cotton content of the dungarees is partly recycled."
"0763451003","Drew cropped top","Top","Garment Upper body","All over pattern","Beige","Jersey Fancy","Short top in patterned viscose jersey with a small stand-up collar and long sleeves."
"0512630007","OL TRANCE (1)","Boots","Shoes","Solid","Dark Red","Shoes","Sock-style court shoes in imitation leather with a jersey top section, pointed toes and covered heels. Satin linings, imitation leather insoles and rubber soles. Heel 6 cm."
"0572797033","ESSENTIAL TANKTOP LACE","Vest top","Garment Upper body","Solid","Light Pink","Jersey Fancy","Fitted vest top in soft cotton jersey with lace trims around the neckline and armholes."
"0678687010","KARIN SPORTS BRA","Bra","Underwear","All over pattern","Dark Blue","Jersey Fancy","Sports bra in fast-drying functional fabric with a lined front, racer back with sections in ventilating mesh and a wide elastic hem. Medium support."
"0514825001","CHLOE TOP","Blouse","Garment Upper body","Solid","White","Blouses","Cropped blouse in a cotton weave with broderie anglaise, short raglan sleeves and smocking around the neckline, sleeves and hem."
"0562613001","Jax Hipster (Poppy) 3p","Underwear bottom","Underwear","Melange","Grey","Under-, Nightwear","Briefs in jersey made from a cotton blend with a wide elastic waistband. Mid waist, lined gusset and cutaway coverage at the back."
"0730219001","Wow Ole Sweater","Sweater","Garment Upper body","Embroidery","Grey","Jersey Fancy","Top in lightweight sweatshirt fabric with a small embroidered motif at the top and ribbing around the neckline, cuffs and hem."
"0736727001","SWIFT 2-p shorts","Shorts","Garment Lower body","Stripe","White","Jersey Fancy","CONSCIOUS Shorts in organic cotton sweatshirt fabric with an elasticated drawstring waist and kangaroo pocket at the front."
"0854232002","Paint Dress","Dress","Garment Full body","Solid","Light Red","Dresses Ladies","Long dress in softly draping chiffon with a deep V-neck decorated with a pleated flounce that continues over each shoulder and down the back where it turns into narrow ribbons that cross and tie. Seam under the bust, a concealed zip in one side and a flared, pleated skirt. Satin lining."
"0631848001","RICHIE PELATED SKIRT","Skirt","Garment Lower body","Check","Red","Skirts","Short, pleated skirt in woven fabric with a concealed zip and press-stud at one side. Unlined."
"0928158003","Stinson overshirt","Jacket","Garment Upper body","Solid","Yellowish Brown","Jersey Fancy","Oversized shirt jacket in a felted weave with a collar, concealed fastening down the front and yoke with a pleat at the back. Large, open chest pockets, low dropped shoulders, long sleeves with concealed fasteners at the cuffs, and a rounded hem. Unlined."
"0642825003","Viva Las Vegas Push Bra","Bikini top","Swimwear","Solid","Black","Swimwear","Fully lined bikini top with underwired, moulded, padded cups that lift and shape. Double straps at the hem, ties at the back of the neck and an adjustable metal fastener at the back."
"0753318004","Julius winterboot BB MC","Sneakers","Shoes","Solid","Greenish Khaki","Shoes","Warm-lined boots in fabric and imitation leather with waterproof feet sections. Padded shaft with an imitation leather appliqué, elasticated lacing at the front and a loop at the back. Pile linings and insoles and patterned soles."
"0618287018","Malena Dress","Dress","Garment Full body","All over pattern","Off White","Dresses Ladies","V-neck dress in an airy weave with short, double-flounced sleeves, an elasticated seam at the waist and ties at the sides. Lined."
"0564311008","Chris 3pk Basic","Underwear bottom","Underwear","Solid","Turquoise","Under-, Nightwear","Trunks in stretch jersey with flatlock seams, an elasticated waist, lined front and mid-length legs. The cotton content of the trunks is organic."
"0637661001","Ludwig","Sweater","Garment Upper body","Melange","Grey","Knitwear","Wide jumper in a soft rib knit with wide ribbing around the neckline, dropped shoulders and long, slightly wider sleeves. Slightly longer at the back."
"0619918003","Ada ankle sock","Socks","Socks & Tights","All over pattern","White","Under-, Nightwear","Thin, patterned socks with a short shaft."
"0856270002","Bounce seamless Cropped LS","Top","Garment Upper body","Melange","Black","Jersey Fancy","Cropped sports top in fast-drying functional fabric with jacquard-patterned details, long sleeves, and wide ribbing at the hem. The top is designed with the minimum number of seams for a more comfortable fit and increased mobility."
"0717201001","Spec Occ Galadriel dress","Dress","Garment Full body","Glittering/Metallic","Light Pink","Dresses/Skirts girls","Dress in a sturdy weave with a sheen. Slightly deeper neckline at the back, short cap sleeves and pearly buttons at the back. Seam at the waist with a large, decorative bow and a voluminous skirt that is longer at the back. Lined."
